Name,Roll_No,Branch,CGPA,DSA_Score,WebDev_Score,ML_Score,Aptitude_Score,Communication_Score,Internships,Projects,Hackathons,Placement_Status,Salary_LPA,Company
Shruti Srivastava,2300CS787,CSE,7.13,34,52,18,81,33,0,3,0,Not Placed,0.0,Not Placed
Ishaan Patel,2100EC788,ECE,6.28,64,61,52,48,54,3,4,0,Placed,3.9,Sapient
Preeti Sethi,2200CS789,CSE,8.77,82,89,55,77,68,2,5,1,Placed,33.85,Oracle
Mohit Rajput,2400CS790,CSE,7.27,66,68,37,46,50,2,5,4,Placed,8.51,Mindtree
Kriti Saxena,2400IT791,IT,7.06,30,53,46,40,61,1,3,2,Not Placed,0.0,Not Placed
Isha Reddy,2100IT792,IT,8.24,77,41,35,48,41,1,3,2,Placed,4.67,Cyient
Ayaan Chatterjee,2200IT793,IT,7.6,73,28,50,63,44,0,4,0,Not Placed,0.0,Not Placed
Pranav Tiwari,2200IT794,IT,6.9,57,32,29,56,43,1,3,1,Not Placed,0.0,Not Placed
Gaurav Mishra,2400ME795,ME,9.63,57,41,62,66,57,2,4,2,Placed,28.09,Adobe
Abhishek Mehta,2300IT796,IT,8.13,76,94,47,57,74,3,7,3,Placed,11.74,Byju's
Sai Nair,2400EC797,ECE,9.17,96,69,65,71,48,4,5,2,Placed,18.86,Oracle
Kavya Rajput,2400EC798,ECE,9.62,74,59,46,72,83,3,8,2,Placed,11.22,Byju's
Dev Bajaj,2400CS799,CSE,7.2,56,71,54,54,54,3,8,1,Placed,3.24,NIIT
Sara Yadav,2100CS800,CSE,7.66,61,66,21,53,54,1,2,1,Placed,8.79,Byju's
Ankit Patel,2300CE801,CE,7.69,64,52,53,33,36,4,7,0,Placed,10.34,Paytm
Pallavi Mehta,2400IT802,IT,9.11,79,42,44,65,66,2,6,3,Placed,11.31,Mphasis
Kriti Dhawan,2400CS803,CSE,7.61,64,31,78,41,27,4,8,2,Placed,5.0,TCS
Kabir Reddy,2200CS804,CSE,7.73,46,86,72,37,18,3,8,2,Placed,11.32,L&T Infotech
Saanvi Reddy,2300IT805,IT,7.22,51,46,20,67,55,2,5,1,Placed,9.24,Hexaware
Aditya Joshi,2300ME806,ME,8.04,71,49,50,43,76,4,5,4,Placed,4.84,Byju's
Diya Kapoor,2300EE807,EE,4.71,12,47,27,55,72,1,3,1,Not Placed,0.0,Not Placed
Kavya Rawat,2100EC808,ECE,7.03,51,27,14,47,44,0,3,1,Not Placed,0.0,Not Placed
Krishna Goel,2400ME809,ME,7.67,58,59,24,73,78,3,5,1,Placed,4.58,Sapient
Charu Das,2100ME810,ME,5.61,33,28,28,45,36,2,4,1,Not Placed,0.0,Not Placed
Varun Dubey,2400IT811,IT,9.26,100,99,41,62,36,3,4,2,Placed,8.96,Hexaware
Preeti Rajput,2300CE812,CE,7.39,56,34,30,71,64,3,6,3,Not Placed,0.0,Not Placed
Ravi Chauhan,2100CS813,CSE,7.92,53,62,51,54,59,1,6,0,Placed,7.43,Cognizant
Myra Rajput,2100EC814,ECE,6.77,23,45,30,41,75,1,1,0,Placed,11.62,Wipro
Advik Singh,2200CS815,CSE,5.42,53,86,47,37,23,0,3,2,Placed,4.95,Mu Sigma
Ananya Arora,2200CS816,CSE,7.63,75,51,69,69,49,4,8,3,Placed,6.34,Cognizant
Sonal Thakur,2400ME817,ME,8.2,91,57,56,38,92,2,8,1,Placed,9.69,Mphasis
Kartik Verma,2200CS818,CSE,8.84,73,50,69,61,58,3,3,1,Placed,7.07,Accenture
Radhika Chatterjee,2200EC819,ECE,8.25,50,27,44,66,49,1,3,1,Placed,4.3,Syntel
Meghna Chauhan,2300EE820,EE,7.54,55,42,23,45,46,1,2,1,Placed,3.85,NIIT
Diya Nair,2100CS821,CSE,9.31,100,36,41,60,94,2,6,4,Placed,7.79,Wipro
Advaith Srivastava,2200ME822,ME,8.04,80,35,37,82,35,3,4,3,Placed,5.7,Cognizant
Bhavna Verma,2100IT823,IT,7.38,61,63,48,83,59,0,8,0,Placed,11.22,Tech Mahindra
Vikas Pandey,2100ME824,ME,8.04,67,52,35,64,86,3,5,1,Placed,7.78,HCL
Radhika Goel,2300EC825,ECE,8.62,88,79,46,82,72,4,8,0,Placed,30.89,Uber
Meghna Iyer,2300IT826,IT,6.74,42,74,40,60,46,1,5,2,Placed,4.65,Genpact
Simran Rajput,2400CS827,CSE,4.54,51,27,2,42,41,1,4,0,Not Placed,0.0,Not Placed
Aarav Thakur,2300CS828,CSE,8.23,70,61,69,58,54,2,2,2,Placed,11.26,Mindtree
Simran Patel,2400ME829,ME,5.94,54,5,39,60,80,1,1,2,Not Placed,0.0,Not Placed
Kunal Rastogi,2300CE830,CE,6.01,27,50,2,33,100,1,4,1,Not Placed,0.0,Not Placed
Shruti Goel,2200CE831,CE,7.38,77,56,41,57,81,2,7,1,Placed,9.15,Wipro
Aditya Dhawan,2400ME832,ME,8.14,70,55,69,50,55,2,8,1,Placed,10.56,Mphasis
Vidhi Jain,2100EC833,ECE,7.92,57,26,66,77,69,2,3,2,Placed,8.46,Mphasis
Tanvi Mehta,2400CS834,CSE,7.96,92,82,63,27,69,3,6,2,Placed,43.53,Uber
Garima Gupta,2200EC835,ECE,7.63,41,71,48,68,67,3,8,1,Placed,6.99,Accenture
Kartik Bhatt,2400CS836,CSE,9.11,82,69,35,63,52,2,2,0,Placed,12.96,Flipkart
Navya Khanna,2200EC837,ECE,8.74,74,70,59,50,52,4,8,5,Placed,10.7,Cognizant
Vishal Jain,2300CS838,CSE,5.26,34,32,3,56,19,2,5,2,Not Placed,0.0,Not Placed
Kartik Kapoor,2100CS839,CSE,6.47,55,19,48,56,66,1,5,0,Placed,10.73,HCL
Pooja Goel,2400ME840,ME,6.56,48,52,31,40,61,1,5,1,Placed,4.88,Sapient
Shruti Sethi,2300CS841,CSE,7.93,69,48,18,49,35,2,5,2,Placed,5.73,Tech Mahindra
Vishal Singh,2100CS842,CSE,7.29,44,40,30,53,70,2,2,0,Placed,3.17,Syntel
Ravi Agarwal,2400EC843,ECE,7.16,32,44,47,48,54,2,8,3,Placed,4.3,Cyient
Pallavi Singh,2200CS844,CSE,8.86,87,72,54,59,70,0,4,2,Placed,8.52,Wipro
Kunal Das,2400EC845,ECE,6.09,29,46,44,56,44,3,8,2,Placed,3.19,Concentrix
Nupur Pandey,2100ME846,ME,6.11,56,33,0,54,39,3,6,1,Placed,4.05,Syntel
Aditi Pandey,2300CS847,CSE,10.0,83,77,93,100,60,1,3,1,Placed,27.49,Google
Varun Rastogi,2200EE848,EE,6.68,49,55,17,50,72,2,8,0,Placed,11.37,Zoho
Ankit Chauhan,2400IT849,IT,6.52,43,54,36,58,60,1,5,3,Placed,3.67,NIIT
Rajat Mukherjee,2400CS850,CSE,7.84,72,32,69,58,49,3,8,1,Placed,8.46,Capgemini
Aparna Nair,2100CS851,CSE,6.63,55,76,21,50,32,3,8,4,Not Placed,0.0,Not Placed
Akash Tiwari,2300ME852,ME,6.44,24,41,14,46,48,1,5,1,Not Placed,0.0,Not Placed
Rohan Rajput,2200CE853,CE,7.3,53,47,31,29,40,1,6,0,Placed,7.57,TCS
Tushar Saxena,2200EE854,EE,7.87,45,39,10,53,33,0,3,1,Not Placed,0.0,Not Placed
Simran Jain,2100EC855,ECE,7.01,5,69,54,57,39,2,3,2,Placed,3.06,Amdocs
Navya Kumar,2100EC856,ECE,7.5,66,72,51,41,52,3,8,1,Placed,9.05,Cognizant
Sonal Rajput,2300CS857,CSE,5.64,55,53,8,65,58,2,4,2,Not Placed,0.0,Not Placed
Vidhi Jain,2300CE858,CE,6.43,31,6,41,41,0,2,4,1,Not Placed,0.0,Not Placed
Meghna Tiwari,2200IT859,IT,5.84,67,36,29,11,22,2,8,2,Not Placed,0.0,Not Placed
Diya Srivastava,2200CS860,CSE,8.26,48,86,59,100,91,3,5,1,Placed,30.15,Amazon
Sachin Verma,2200CS861,CSE,7.52,54,72,57,74,68,3,6,3,Placed,6.51,Infosys
Nupur Gupta,2400IT862,IT,6.29,41,57,50,23,53,3,7,1,Not Placed,0.0,Not Placed
Sonam Bhatt,2100ME863,ME,8.28,58,13,62,72,54,1,8,2,Placed,3.32,Sasken
Yash Patel,2100EE864,EE,8.38,76,66,65,60,20,1,4,0,Placed,7.48,TCS
Ankur Chatterjee,2400EC865,ECE,8.29,73,57,43,48,53,0,1,4,Placed,4.75,Infosys
Aparna Yadav,2200CS866,CSE,4.47,27,14,56,29,54,1,3,0,Not Placed,0.0,Not Placed
Harsh Das,2100IT867,IT,7.57,51,58,46,27,49,0,2,1,Placed,3.93,Cyient
Shivani Dhawan,2200EC868,ECE,6.92,48,32,59,16,40,1,1,2,Placed,4.4,Amdocs
Ravi Bajaj,2100CS869,CSE,7.75,61,71,71,19,54,2,6,3,Not Placed,0.0,Not Placed
Anika Patel,2400CS870,CSE,6.64,53,86,48,57,50,2,8,2,Placed,10.34,HCL
Aman Mehta,2200EC871,ECE,4.62,25,32,39,39,62,1,2,2,Not Placed,0.0,Not Placed
Nupur Das,2300IT872,IT,7.96,56,61,50,71,91,1,8,1,Placed,7.27,Wipro
Manish Rawat,2200CS873,CSE,9.61,72,91,75,53,22,3,6,0,Placed,39.67,Samsung R&D
Neha Sharma,2100ME874,ME,8.61,46,56,32,62,51,0,3,2,Placed,3.85,NIIT
Ankit Rawat,2200EC875,ECE,9.0,71,51,10,46,70,2,7,0,Placed,28.12,Microsoft
Sachin Patel,2300CE876,CE,7.32,26,33,35,55,43,1,5,1,Not Placed,0.0,Not Placed
Deepak Bansal,2300IT877,IT,8.44,61,68,100,71,100,0,6,2,Placed,10.3,Tech Mahindra
Reyansh Pandey,2100ME878,ME,7.48,40,56,53,43,68,1,4,4,Placed,7.63,Paytm
Divya Malhotra,2400EE879,EE,6.47,51,29,35,61,31,1,4,0,Not Placed,0.0,Not Placed
Reyansh Gupta,2100CE880,CE,7.33,54,43,36,84,65,1,5,1,Placed,3.05,Concentrix
Kunal Bhatia,2400EC881,ECE,5.3,26,51,20,30,69,0,2,1,Not Placed,0.0,Not Placed
Charu Mishra,2300EC882,ECE,8.64,73,75,27,56,39,0,6,3,Placed,5.08,Paytm
Riya Agarwal,2400EC883,ECE,6.37,38,39,25,31,53,1,6,1,Not Placed,0.0,Not Placed
Sonal Rastogi,2400IT884,IT,5.67,43,25,43,47,39,1,1,1,Placed,4.7,Syntel
Megha Chauhan,2100CS885,CSE,6.89,50,64,30,74,55,1,3,0,Placed,3.02,Concentrix
Shaurya Patel,2400IT886,IT,5.61,40,41,17,48,61,3,2,1,Not Placed,0.0,Not Placed
Kriti Chatterjee,2200IT887,IT,6.89,66,64,22,47,49,2,5,1,Placed,3.16,Sasken
Sonam Bhatia,2100CS888,CSE,4.44,40,45,48,17,25,1,5,1,Not Placed,0.0,Not Placed
Vishal Rawat,2100ME889,ME,7.37,74,29,42,60,59,0,3,2,Not Placed,0.0,Not Placed
Jyoti Gupta,2100IT890,IT,7.2,72,87,12,33,48,0,3,2,Placed,4.32,iGate
Aanya Rajput,2200IT891,IT,8.21,63,69,44,52,61,2,8,2,Placed,6.8,Mphasis
Mansi Rajput,2100IT892,IT,5.3,70,57,12,25,45,1,6,0,Not Placed,0.0,Not Placed
Trisha Saxena,2400EC893,ECE,6.2,49,47,14,16,37,2,3,2,Not Placed,0.0,Not Placed
Trisha Nair,2200CS894,CSE,6.5,63,47,66,62,45,3,3,4,Placed,9.34,Paytm
Aarav Chauhan,2400IT895,IT,8.06,97,55,39,67,63,3,8,0,Placed,8.07,Paytm
Navya Kumar,2400CS896,CSE,8.33,78,89,48,67,68,2,8,3,Placed,10.67,Accenture
Kunal Rastogi,2100ME897,ME,6.74,53,28,32,61,24,0,7,5,Not Placed,0.0,Not Placed
Manish Nair,2400CE898,CE,5.2,53,35,17,29,7,2,5,0,Not Placed,0.0,Not Placed
Sai Iyer,2400CS899,CSE,8.02,80,22,41,59,34,0,3,1,Placed,4.01,Sasken
Isha Rawat,2400CS900,CSE,7.53,55,49,42,65,49,2,8,2,Placed,7.25,Accenture
Prateek Verma,2100ME901,ME,4.06,25,21,0,10,23,0,3,2,Not Placed,0.0,Not Placed
Pallavi Gupta,2100IT902,IT,6.8,44,82,27,57,69,2,7,2,Placed,3.75,NIIT
Bhavna Khanna,2200EC903,ECE,7.81,70,43,37,43,40,3,6,3,Placed,9.17,Mphasis
Sakshi Arora,2100EE904,EE,8.02,33,58,72,48,69,1,3,1,Placed,7.26,Paytm
Deepak Kapoor,2400EC905,ECE,6.59,49,46,38,28,64,2,4,0,Placed,4.43,Sapient
Anika Patel,2200CS906,CSE,7.2,58,69,17,51,50,0,2,1,Not Placed,0.0,Not Placed
Kunal Bhatia,2300CS907,CSE,6.92,52,88,34,38,36,2,6,0,Placed,9.32,Mindtree
Khushi Patel,2100CS908,CSE,9.67,68,83,79,59,66,2,4,3,Placed,7.96,Byju's
Prateek Jain,2400CE909,CE,6.12,34,42,42,61,38,3,6,2,Not Placed,0.0,Not Placed
Dhruv Bajaj,2200EE910,EE,6.58,36,60,45,35,33,1,2,3,Not Placed,0.0,Not Placed
Ayaan Reddy,2200EE911,EE,5.7,26,48,41,8,33,3,8,1,Placed,4.01,Syntel
Neeraj Kapoor,2100CS912,CSE,5.78,67,39,22,23,23,3,8,0,Not Placed,0.0,Not Placed
Saanvi Sethi,2100IT913,IT,8.07,72,88,33,66,35,3,3,4,Placed,4.88,Zoho
Sonal Sethi,2200CE914,CE,6.57,60,38,72,45,50,3,6,2,Placed,4.88,Syntel
Suraj Singh,2400ME915,ME,6.81,67,14,59,44,28,4,5,1,Placed,4.12,Sasken
Bhavna Pandey,2200EC916,ECE,6.63,36,35,72,31,48,3,5,1,Placed,7.77,Hexaware
Reyansh Nair,2300IT917,IT,7.47,67,71,15,60,75,1,6,3,Placed,8.31,Mindtree
Pallavi Dhawan,2200EC918,ECE,8.5,65,36,77,53,82,3,6,4,Placed,7.07,Cognizant
Sakshi Bansal,2400CS919,CSE,6.85,51,15,39,51,46,1,2,0,Not Placed,0.0,Not Placed
Krishna Das,2300IT920,IT,8.87,64,43,52,61,67,3,8,3,Placed,9.61,Paytm
Nupur Khanna,2200EE921,EE,6.04,49,60,25,29,61,2,3,1,Placed,4.4,Genpact
Rajat Bansal,2300ME922,ME,5.87,36,17,10,31,52,2,5,0,Not Placed,0.0,Not Placed
Neeraj Pandey,2300ME923,ME,5.65,40,38,10,52,55,0,4,3,Not Placed,0.0,Not Placed
Himanshu Bhatia,2400EC924,ECE,8.97,62,55,97,63,69,2,7,5,Placed,9.21,L&T Infotech
Vidhi Bhatt,2300IT925,IT,5.24,48,47,30,41,1,3,5,0,Not Placed,0.0,Not Placed
Aanya Rajput,2100EE926,EE,7.97,69,70,51,65,79,4,8,3,Placed,11.6,TCS
Sara Singh,2100ME927,ME,7.21,44,55,51,72,56,0,6,2,Placed,3.52,Genpact
Preeti Chauhan,2300ME928,ME,8.4,57,76,31,59,45,2,8,0,Placed,11.45,Mphasis
Sara Singh,2300ME929,ME,7.02,50,17,48,52,68,1,4,2,Placed,4.8,Genpact
Amit Chatterjee,2100CS930,CSE,6.22,45,15,44,48,38,1,4,0,Not Placed,0.0,Not Placed
Mayank Khanna,2400CE931,CE,6.18,50,62,51,28,52,2,8,0,Placed,5.25,HCL
Khushi Singh,2400ME932,ME,7.58,67,48,45,74,60,3,8,1,Placed,6.39,Capgemini
Vidhi Malhotra,2100CS933,CSE,7.64,53,56,37,50,46,4,8,3,Placed,7.48,TCS
Priya Bajaj,2400EE934,EE,9.5,87,67,63,71,58,3,4,1,Placed,8.85,Paytm
Tushar Arora,2200CS935,CSE,6.87,65,40,32,39,42,1,4,2,Placed,3.01,Genpact
Jyoti Pandey,2100IT936,IT,5.64,63,53,39,56,30,3,4,1,Placed,5.35,Wipro
Mayank Thakur,2100IT937,IT,9.63,84,30,56,83,58,3,8,3,Placed,5.01,Capgemini
Gaurav Rastogi,2300ME938,ME,8.76,55,47,50,45,87,4,6,2,Placed,7.77,Wipro
Saurabh Mehta,2100EE939,EE,7.0,51,41,37,87,55,1,6,1,Placed,7.59,Accenture
Nupur Yadav,2100CS940,CSE,5.78,90,15,33,55,64,1,4,2,Placed,9.39,Wipro
Radhika Singh,2300CE941,CE,5.7,33,16,24,27,67,0,2,1,Not Placed,0.0,Not Placed
Kriti Khanna,2300CS942,CSE,7.1,84,70,61,62,67,2,1,1,Placed,5.41,Infosys
Mansi Srivastava,2200CS943,CSE,5.76,50,60,30,47,27,2,1,3,Not Placed,0.0,Not Placed
Ravi Chauhan,2400IT944,IT,9.31,71,82,56,55,48,2,4,1,Placed,11.96,Mindtree
Isha Bhatia,2200EC945,ECE,8.13,64,65,41,58,47,1,4,2,Placed,3.2,Genpact
Sakshi Arora,2300CE946,CE,9.0,70,68,44,69,68,1,5,1,Placed,9.06,HCL
Aishwarya Sharma,2100CS947,CSE,6.02,59,50,40,25,37,1,1,3,Not Placed,0.0,Not Placed
Jyoti Saxena,2200EC948,ECE,5.48,15,3,26,40,21,2,1,0,Not Placed,0.0,Not Placed
Kartik Malhotra,2400IT949,IT,7.59,76,33,65,35,68,2,7,0,Placed,3.58,NIIT
Shruti Bhatt,2300CE950,CE,9.28,75,54,45,55,46,1,4,2,Placed,10.44,TCS
Bhavna Thakur,2400ME951,ME,6.99,46,50,16,47,57,0,8,0,Not Placed,0.0,Not Placed
Saanvi Bansal,2200EC952,ECE,5.23,36,23,13,17,46,0,2,1,Not Placed,0.0,Not Placed
Bhavna Mishra,2100CS953,CSE,7.38,75,78,46,29,74,1,6,1,Placed,4.47,Concentrix
Tushar Kumar,2200IT954,IT,6.74,41,81,43,85,14,0,3,5,Placed,4.6,Genpact
Pari Dubey,2400IT955,IT,8.01,64,24,38,44,48,3,5,1,Placed,3.47,NIIT
Arjun Iyer,2300IT956,IT,8.37,72,51,49,39,23,4,8,2,Placed,9.91,TCS
Vihaan Singh,2200EE957,EE,7.89,72,34,14,64,74,2,4,5,Placed,4.7,Zoho
Aishwarya Kumar,2200CS958,CSE,6.55,56,41,35,50,67,3,8,1,Placed,11.98,Byju's
Pallavi Nair,2400CS959,CSE,8.49,92,56,61,72,49,1,5,1,Placed,10.3,Mphasis
Komal Malhotra,2100IT960,IT,8.86,64,70,80,71,81,2,4,4,Placed,38.01,Uber
Akash Sharma,2100CS961,CSE,7.35,83,63,34,69,76,2,5,1,Placed,8.76,Zoho
Dev Kumar,2300CS962,CSE,4.74,39,0,42,38,37,0,4,1,Not Placed,0.0,Not Placed
Ritvik Goel,2100IT963,IT,7.16,68,57,34,42,19,2,4,1,Not Placed,0.0,Not Placed
Preeti Chatterjee,2400CS964,CSE,7.03,37,53,55,41,35,1,5,0,Not Placed,0.0,Not Placed
Trisha Verma,2400IT965,IT,7.14,72,70,55,55,61,2,4,1,Placed,5.06,Wipro
Krishna Reddy,2300CS966,CSE,7.05,73,59,29,51,26,1,8,1,Placed,7.39,Mphasis
Harsh Arora,2100IT967,IT,6.22,58,79,58,55,63,0,6,2,Placed,11.44,Mindtree
Ayaan Gupta,2100EC968,ECE,6.54,55,57,33,46,36,1,5,0,Not Placed,0.0,Not Placed
Tanya Khanna,2100CE969,CE,9.32,81,86,66,68,92,1,4,1,Placed,41.44,Goldman Sachs
Mayank Bhatia,2200IT970,IT,6.91,62,43,77,70,45,1,3,3,Placed,10.75,Capgemini
Shaurya Pandey,2200CE971,CE,6.64,69,50,24,53,43,4,4,3,Not Placed,0.0,Not Placed
Priya Agarwal,2200CE972,CE,8.93,55,47,54,85,43,1,8,1,Placed,9.39,Mphasis
Himanshu Khanna,2400IT973,IT,8.75,38,68,30,69,51,1,6,2,Placed,3.59,Cyient
Ritvik Kumar,2300IT974,IT,6.12,63,82,36,58,44,4,3,2,Placed,3.34,NIIT
Sachin Sethi,2400CE975,CE,7.02,56,59,53,73,44,3,4,2,Placed,4.01,Sapient
Myra Saxena,2100IT976,IT,8.8,73,54,48,87,44,2,7,2,Placed,8.65,Cognizant
Advik Malhotra,2400IT977,IT,7.32,61,36,42,32,50,1,3,3,Not Placed,0.0,Not Placed
Sakshi Bajaj,2300IT978,IT,4.96,21,100,21,48,61,1,8,1,Not Placed,0.0,Not Placed
Ankit Chopra,2300EE979,EE,6.42,23,34,67,49,68,4,5,2,Not Placed,0.0,Not Placed
Komal Chauhan,2100EE980,EE,7.37,81,54,1,67,24,0,2,2,Not Placed,0.0,Not Placed
Neha Srivastava,2400EC981,ECE,7.62,45,49,66,61,38,4,5,2,Placed,9.06,Cognizant
Myra Kapoor,2400IT982,IT,7.03,69,18,44,66,40,1,6,3,Placed,3.64,Syntel
Meghna Goel,2400CS983,CSE,7.55,29,60,47,57,60,2,1,0,Placed,3.02,Cyient
Atharv Dhawan,2100IT984,IT,5.71,38,45,16,51,33,0,8,2,Not Placed,0.0,Not Placed
Myra Bhatt,2200IT985,IT,7.68,42,49,38,52,50,0,7,2,Not Placed,0.0,Not Placed
Charu Kumar,2100CS986,CSE,6.76,62,57,32,58,24,3,3,0,Placed,3.64,Mu Sigma
Saurabh Sethi,2400ME987,ME,6.2,46,47,16,44,30,0,5,1,Placed,4.47,Sasken
Vivaan Khanna,2300CS988,CSE,8.16,73,68,47,48,67,3,6,4,Placed,8.12,Mindtree
Megha Yadav,2300IT989,IT,6.79,67,52,61,69,57,2,6,2,Placed,9.72,Capgemini
Aman Sethi,2300IT990,IT,7.65,86,63,50,51,48,2,8,3,Placed,11.08,Wipro
Bhavna Thakur,2100CS991,CSE,7.48,56,23,54,43,42,2,5,1,Not Placed,0.0,Not Placed
Divya Thakur,2100CS992,CSE,6.14,32,52,43,43,53,1,4,1,Not Placed,0.0,Not Placed
Rajat Chauhan,2200CS993,CSE,7.17,50,80,20,57,62,2,3,0,Placed,4.03,Syntel
Atharv Chopra,2200CE994,CE,4.94,55,21,15,36,54,0,5,1,Not Placed,0.0,Not Placed
Meghna Gupta,2200CS995,CSE,9.66,100,65,61,92,53,3,6,1,Placed,8.27,Zoho
Pooja Kumar,2300IT996,IT,8.62,89,52,74,78,89,2,5,2,Placed,11.5,Accenture
Vivaan Dubey,2300CE997,CE,9.59,100,62,88,92,50,1,8,2,Placed,4.87,Capgemini
Sonal Gupta,2100CE998,CE,6.61,43,40,31,54,37,1,6,0,Placed,3.16,Sapient
Neeraj Rajput,2300CS999,CSE,7.48,74,33,33,45,91,1,6,2,Placed,4.69,iGate
Mohit Nair,2300EE1000,EE,6.74,31,54,39,47,57,1,3,0,Placed,9.49,L&T Infotech
Suraj Mehta,2400IT1001,IT,8.88,81,90,53,63,51,1,6,0,Placed,3.48,Genpact
Meghna Bhatia,2400IT1002,IT,6.89,74,45,61,56,42,3,5,4,Placed,3.57,Syntel
Ravi Jain,2400ME1003,ME,8.2,40,63,21,62,45,3,5,3,Placed,10.99,Wipro
Vihaan Thakur,2300EC1004,ECE,7.58,41,39,12,41,21,3,7,0,Placed,3.45,Genpact
Atharv Chauhan,2300CS1005,CSE,8.39,66,34,60,69,56,4,5,2,Placed,13.32,Qualcomm
Yash Srivastava,2400EC1006,ECE,6.28,63,43,13,37,64,1,3,2,Not Placed,0.0,Not Placed
Charu Agarwal,2400EC1007,ECE,7.49,67,43,33,40,57,2,6,1,Placed,4.1,Syntel
Sneha Sethi,2200EE1008,EE,6.31,41,43,48,31,42,3,7,2,Placed,4.87,Amdocs
Aryan Gupta,2200EC1009,ECE,6.66,43,25,35,66,79,2,5,1,Not Placed,0.0,Not Placed
Krishna Thakur,2100CS1010,CSE,7.67,78,69,40,54,43,1,8,3,Placed,9.06,Byju's
Aditya Chauhan,2300EC1011,ECE,6.21,23,49,31,53,70,2,4,0,Not Placed,0.0,Not Placed
Suraj Reddy,2100CS1012,CSE,7.29,74,76,42,73,78,2,3,1,Placed,4.35,iGate
Pranav Chatterjee,2400CS1013,CSE,8.3,73,40,53,64,73,3,5,1,Placed,44.33,Samsung R&D
Advaith Das,2200CS1014,CSE,8.09,66,40,49,46,48,2,5,2,Placed,10.78,Zoho
Rajat Thakur,2300IT1015,IT,8.78,95,50,40,74,58,3,4,2,Placed,8.14,Wipro
Sonal Dhawan,2100IT1016,IT,8.5,95,53,39,52,44,3,8,2,Placed,6.35,HCL
Anjali Jain,2100EC1017,ECE,8.18,41,46,80,47,50,0,4,3,Placed,4.81,Mu Sigma
Suraj Thakur,2400CE1018,CE,6.14,82,40,21,62,38,1,2,0,Placed,4.59,Concentrix
Atharv Joshi,2100EC1019,ECE,6.58,72,55,19,26,69,1,1,4,Not Placed,0.0,Not Placed
Sai Joshi,2200ME1020,ME,6.57,54,21,23,60,46,1,7,0,Not Placed,0.0,Not Placed
Aman Mukherjee,2400EE1021,EE,4.07,21,24,1,47,44,1,4,0,Not Placed,0.0,Not Placed
Saanvi Rajput,2400CS1022,CSE,7.44,70,52,0,57,68,2,4,4,Placed,4.94,Genpact
Sonam Nair,2300IT1023,IT,6.2,33,23,38,37,44,0,4,2,Not Placed,0.0,Not Placed
Gaurav Jain,2300IT1024,IT,6.58,48,55,61,36,30,4,7,2,Not Placed,0.0,Not Placed
Sonam Srivastava,2100IT1025,IT,7.02,52,8,9,54,72,0,7,0,Placed,9.47,Cognizant
Shruti Tiwari,2100EE1026,EE,8.21,66,36,19,63,60,4,8,1,Placed,8.01,Hexaware
Ankit Rajput,2100CE1027,CE,6.62,51,40,40,54,60,2,5,1,Placed,4.73,Cyient
Mohit Dubey,2300EC1028,ECE,6.15,32,26,0,44,63,0,2,3,Not Placed,0.0,Not Placed
Divya Patel,2200IT1029,IT,7.14,50,77,46,66,54,1,7,0,Placed,4.51,Amdocs
Shruti Bhatt,2400ME1030,ME,7.21,35,34,49,59,74,1,8,1,Placed,4.63,Sasken
Shivani Rastogi,2400IT1031,IT,10.0,75,66,56,100,54,2,7,5,Placed,7.54,Zoho
Ankur Khanna,2400IT1032,IT,8.85,67,56,52,60,68,4,8,3,Placed,34.72,Amazon
Aishwarya Khanna,2400CS1033,CSE,7.39,32,27,79,55,38,2,1,3,Placed,3.63,iGate
Kriti Bhatia,2400EC1034,ECE,7.31,77,42,59,59,68,1,4,1,Placed,8.61,Hexaware
Yash Agarwal,2200ME1035,ME,7.5,64,69,25,51,95,3,8,0,Placed,4.86,Tech Mahindra
Reyansh Dubey,2400CS1036,CSE,8.92,100,90,70,51,49,1,8,5,Placed,7.0,Zoho
Aishwarya Bajaj,2100CE1037,CE,7.54,67,48,61,41,93,2,6,2,Placed,11.4,Wipro
Aditi Sharma,2100ME1038,ME,7.67,48,52,63,54,89,3,2,1,Placed,3.91,Concentrix
Radhika Mukherjee,2100IT1039,IT,8.52,73,91,52,43,33,3,5,3,Placed,19.35,Microsoft
Pooja Arora,2100CE1040,CE,6.63,64,15,43,31,68,3,1,0,Placed,3.41,Sasken
Sachin Nair,2400ME1041,ME,5.54,47,17,30,38,34,2,2,0,Not Placed,0.0,Not Placed
Nupur Dhawan,2100EC1042,ECE,10.0,63,74,65,91,63,2,7,2,Placed,12.64,Amazon
Jyoti Sharma,2200CS1043,CSE,7.39,56,58,58,51,39,4,7,1,Placed,11.34,Paytm
Priya Gupta,2200CS1044,CSE,10.0,84,66,67,99,29,1,4,1,Placed,4.55,L&T Infotech
Kartik Gupta,2300CS1045,CSE,7.75,87,51,61,36,26,2,8,3,Placed,11.79,HCL
Shaurya Mishra,2300EC1046,ECE,7.57,39,77,61,73,42,4,8,0,Placed,5.52,Zoho
Meghna Reddy,2400EC1047,ECE,6.96,42,9,49,44,60,2,4,1,Not Placed,0.0,Not Placed
Suraj Sharma,2100IT1048,IT,7.69,63,54,37,43,43,2,1,2,Placed,10.57,Byju's
Manish Bansal,2300CS1049,CSE,6.14,56,56,28,46,48,3,5,0,Placed,3.82,Sapient
